log_id,label_x,user_id,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,net_type,task_id,adv_id,creat_type_cd,adv_prim_id,inter_type_cd,slot_id,site_id,spread_app_id,hispace_app_tags,app_second_class,app_score,pt_d,u_refreshTimes_x,u_feedLifeCycle_x,u_userId,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle_y,u_refreshTimes_y,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_pl,e_rn,e_section,e_et,label_y,cillabel,pro,ad_click_list_v001_1,ad_click_list_v001_2,ad_click_list_v001_3,ad_click_list_v001_4,ad_click_list_v001_5,ad_click_list_v002_1,ad_click_list_v002_2,ad_click_list_v002_3,ad_click_list_v002_4,ad_click_list_v002_5,ad_click_list_v003_1,ad_click_list_v003_2,ad_click_list_v003_3,ad_click_list_v003_4,ad_click_list_v003_5,ad_close_list_v001_1,ad_close_list_v001_2,ad_close_list_v001_3,ad_close_list_v001_4,ad_close_list_v001_5,ad_close_list_v002_1,ad_close_list_v002_2,ad_close_list_v002_3,ad_close_list_v002_4,ad_close_list_v002_5,ad_close_list_v003_1,ad_close_list_v003_2,ad_close_list_v003_3,ad_close_list_v003_4,ad_close_list_v003_5,u_newsCatInterestsST_x_1,u_newsCatInterestsST_x_2,u_newsCatInterestsST_x_3,u_newsCatInterestsST_x_4,u_newsCatInterestsST_x_5,u_newsCatInterests_1,u_newsCatInterests_2,u_newsCatInterests_3,u_newsCatInterests_4,u_newsCatInterests_5,u_newsCatDislike_1,u_newsCatDislike_2,u_newsCatDislike_3,u_newsCatDislike_4,u_newsCatDislike_5,u_newsCatInterestsST_y_1,u_newsCatInterestsST_y_2,u_newsCatInterestsST_y_3,u_newsCatInterestsST_y_4,u_newsCatInterestsST_y_5,u_click_ca2_news_1,u_click_ca2_news_2,u_click_ca2_news_3,u_click_ca2_news_4,u_click_ca2_news_5
216879,0,258997,5,2,23,295,3,16,8,18,220,2317,7,18251,19906,10,1448,5,56,1,208,44,23,8,-2147483648,4,16,247433,11,17,15,15,2,203,80,0,1,13,19,500,5,2255,53,0,-2147483648,0,0,0,30081,24208,19926,6538,23878,1339,1783,1830,685,510,175,194,159,248,106,19721,889,387,1590,3122,1024,100,279,19,20,131,73,11,6,3,50,112,140,13,80,191,170,58,137,54,6,30,9,8,5,169,145,69,159,91,88,167,172,179,104
1074720,0,211376,3,2,12,200,4,33,3,17,326,2155,6,19117,17582,8,1676,4,24,1,189,44,18,4,-2147483648,6,14,151470,16,17,16,16,8,1276,157,1,2,13,13,702,8,2171,7,0,-2147483648,0,0,10,32724,9546,19675,18947,32004,1671,1314,1684,1928,1954,223,177,264,263,245,30041,11938,23943,5119,6468,2055,645,392,245,966,342,56,118,120,164,124,81,177,161,69,97,102,170,114,39,40,49,75,35,29,111,113,148,91,207,213,77,94,65,191
1036336,1,106494,5,4,18,434,2,30,3,24,184,1518,3,34600,11061,4,1646,5,29,1,201,45,12,8,-2147483648,3,16,104239,14,17,13,16,7,469,185,0,6,11,18,369,10,2391,22,0,-2147483648,0,0,31,22029,31323,3284,5016,5025,1335,1010,1731,1756,380,188,25,132,9,35,19655,343,1302,395,1124,1092,81,132,21,65,107,49,16,5,15,23,33,163,102,130,165,159,92,36,118,8,7,21,22,73,21,28,55,146,161,79,23,80,36,146
896483,1,158490,4,3,19,227,5,34,3,35,265,1351,7,33490,12458,5,1528,3,21,1,238,39,24,6,-2147483648,6,15,221891,11,16,11,17,8,177,170,8,8,12,19,325,9,2276,46,0,-2147483648,1,0,67,25517,4044,7363,14238,11313,1730,420,908,1065,211,268,255,160,18,257,28545,2797,20892,3454,1954,2016,307,59,790,216,110,29,58,260,97,113,168,115,85,210,175,44,191,29,165,21,19,11,10,29,96,29,121,190,185,192,60,202,10,168
969986,0,249593,2,2,42,290,3,18,7,22,158,1219,7,15321,17239,8,1745,5,47,1,175,21,17,9,-2147483648,2,15,203761,14,17,11,15,6,459,199,0,6,14,20,752,1,2469,14,0,-2147483648,0,0,11,30704,31310,945,10206,2850,1323,1199,1077,1419,453,328,284,247,98,73,20235,2486,683,1512,803,1060,224,44,34,79,170,17,13,4,1,73,203,159,101,91,214,159,85,102,168,2,25,3,4,14,143,147,208,190,42,44,100,171,33,96
526776,0,247175,6,3,29,267,4,22,3,27,270,2436,6,23310,20858,10,1113,4,22,1,213,33,16,9,-2147483648,6,17,265104,13,17,14,16,7,15,102,1,4,12,17,863,11,1540,27,0,-2147483648,0,0,2,23248,23325,29084,26690,29240,1242,394,1675,2019,1769,270,99,138,231,238,15727,98,335,940,656,1026,92,115,12,35,110,5,3,13,3,29,89,180,133,181,86,156,68,62,161,1,52,2,4,0,19,24,62,145,196,58,148,45,23,61
791223,0,148889,5,2,25,259,5,28,2,25,147,2406,5,34630,12597,10,1564,4,16,1,268,24,12,10,-2147483648,7,17,115443,13,17,15,17,6,628,89,4,5,14,14,982,8,1530,15,0,-2147483648,0,0,7,12734,26401,13789,18027,18121,1214,1540,1725,851,1164,165,112,278,49,74,26973,1577,5444,6834,5040,1449,54,167,202,634,225,5,14,274,69,10,85,179,122,49,71,80,133,148,191,3,19,20,15,21,115,41,10,37,30,70,64,13,130,181
626315,0,162244,9,2,32,140,5,27,5,33,239,2521,4,25024,21442,9,1177,5,23,1,215,52,19,7,-2147483648,9,16,254933,11,15,11,16,8,573,35,1,1,13,13,1061,18,860,15,0,-2147483648,0,0,14,17665,32798,34177,29462,31244,1318,1664,1948,1938,2068,303,308,308,324,307,19079,6526,6128,15112,2396,1567,185,1140,214,180,144,52,43,31,16,204,106,104,111,155,150,100,169,185,121,11,11,7,74,31,45,86,105,130,158,34,46,200,98,16
1125393,1,155336,4,4,15,344,3,24,5,15,111,2363,6,19814,12648,2,1694,3,16,2,146,46,27,3,-2147483648,8,16,203206,12,16,17,15,7,2375,171,1,5,13,14,1286,15,477,6,0,-2147483648,1,0,90,10794,23740,22274,26969,24458,1155,1795,1772,1988,1355,230,233,133,249,273,20673,17208,8123,2718,27234,1929,344,366,1266,1903,183,76,84,367,291,154,16,49,203,53,126,172,187,61,160,153,125,85,203,184,17,46,51,130,196,9,104,4,86,127
52591,0,137289,8,2,24,303,4,22,3,23,308,2024,6,25543,22016,9,1373,4,43,1,148,43,26,5,-2147483648,8,17,141427,10,16,14,16,7,372,129,0,2,13,16,244,18,2070,39,0,-2147483648,0,0,14,35202,7955,33242,9994,23178,1237,2058,1237,1145,2011,255,327,328,356,211,23806,8461,1010,2440,2629,1358,868,278,377,620,125,53,42,6,8,199,99,133,19,64,15,41,185,191,142,16,13,32,9,28,12,162,180,97,138,79,133,70,95,14
976017,0,251073,4,3,37,204,2,13,6,25,163,1785,7,31241,14196,9,1674,4,39,1,242,41,14,10,-2147483648,8,17,184190,11,16,15,16,9,705,135,1,2,11,19,230,13,388,11,0,-2147483648,0,0,3,26141,25913,18261,32618,8962,1923,1410,1002,1942,1173,201,324,324,328,350,31058,4153,2138,851,5410,1067,336,434,721,162,154,60,54,10,97,80,125,19,141,165,131,24,59,95,198,45,6,25,16,3,185,94,112,90,20,171,156,177,103,202
312152,1,231709,8,2,15,376,3,28,2,29,105,1289,5,35328,15758,2,1905,4,54,2,184,45,27,9,-2147483648,8,16,249056,11,16,11,14,2,2652,119,3,1,13,13,80,13,1920,34,0,-2147483648,1,0,85,30539,16505,23252,2551,7181,1889,1454,1291,697,1191,120,72,43,37,148,21964,31834,32892,33909,33680,2079,876,1959,2047,2069,345,309,246,371,368,83,217,41,27,39,191,132,214,33,75,56,83,201,186,220,45,59,204,35,75,124,120,215,18,119
203322,0,278027,8,2,20,345,4,33,6,12,276,1371,7,23604,15084,6,1613,4,58,1,189,49,16,9,-2147483648,4,16,199819,15,17,11,16,8,150,213,2,4,13,14,528,2,2580,15,0,-2147483648,0,0,20,12802,3436,11722,3778,12640,1316,1820,464,778,994,352,20,89,41,38,26537,2353,5189,4201,1882,1731,464,866,47,39,198,35,14,6,6,62,214,163,212,27,202,202,163,157,108,2,28,12,8,51,100,104,207,164,122,133,83,118,197,146
1025264,0,255364,6,3,25,324,3,36,3,20,238,2086,5,19621,14671,4,1365,3,54,1,313,38,20,9,-2147483648,6,15,157063,12,16,16,17,6,2310,143,5,2,12,18,1122,6,1329,22,0,-2147483648,0,0,11,13132,21011,12293,12424,21269,1546,416,1656,1606,22,168,66,41,317,89,25122,12312,7146,6624,2259,1291,108,291,400,580,314,31,17,176,37,186,122,59,170,101,197,207,160,145,91,10,71,37,22,44,186,76,113,70,115,103,31,36,111,112
573682,0,104077,8,3,19,327,2,22,8,31,300,1608,7,25931,11273,3,1956,3,15,1,227,22,17,9,-2147483648,9,16,129070,15,17,11,16,2,1034,104,4,7,12,18,1245,2,1691,5,0,-2147483648,0,0,29,13693,12855,12630,19970,24259,1098,1467,1675,1915,386,149,188,340,86,321,16173,13937,26223,8401,11110,1739,224,1341,742,953,296,272,27,298,202,16,49,11,72,152,18,63,147,99,36,42,6,28,100,70,38,46,78,82,53,156,22,145,126,179
236372,0,253919,5,3,17,332,4,33,6,25,141,2529,6,30119,17848,10,1121,5,16,1,298,35,14,9,-2147483648,8,16,250734,12,17,13,16,3,288,103,0,2,14,9,1003,13,1503,54,0,-2147483648,0,0,0,34401,32826,14543,13208,5430,1382,1999,1933,1695,1840,121,364,362,209,344,25913,8472,294,2200,674,1009,406,235,15,75,267,36,41,3,12,156,77,149,82,66,136,14,124,191,119,2,33,21,5,1,111,145,150,56,136,93,186,161,187,23
535726,0,284663,7,3,19,218,4,22,4,14,316,1716,7,22380,20940,9,1758,4,26,1,327,22,24,7,-2147483648,8,17,284072,15,16,13,17,5,202,22,1,2,12,13,686,11,1979,13,0,-2147483648,0,0,9,15595,10436,34944,6696,24103,1368,712,2069,1813,1961,236,359,366,268,315,18486,4041,3284,1413,1813,1916,106,1677,25,32,132,8,37,6,25,51,87,164,176,167,196,100,111,217,43,39,36,42,4,3,188,52,149,145,83,141,188,89,207,183
111228,0,201382,6,3,43,348,2,30,8,14,270,1948,6,13927,19975,7,1071,5,62,1,143,46,16,8,-2147483648,6,15,103426,15,17,14,15,2,143,46,0,6,12,17,1364,11,2840,35,1,-2147483648,0,0,1,27267,10598,33533,5716,20048,1120,1526,1749,1043,381,334,294,238,195,166,24234,4225,2972,7964,920,1019,76,710,9,178,122,18,32,0,3,76,135,82,24,121,80,132,66,173,28,21,90,29,2,1,46,72,111,179,199,29,102,85,65,148
294692,0,201375,3,2,22,418,4,34,6,32,353,1088,6,10869,17419,10,1990,4,17,1,197,38,14,10,-2147483648,5,13,171131,13,16,15,17,1,748,63,2,2,14,19,424,14,395,50,0,-2147483648,1,0,86,17670,10611,17079,207,13598,1040,1685,1190,208,9,271,80,39,50,25,21710,3267,1608,71,735,1626,201,58,36,342,134,23,33,33,11,41,40,63,52,130,114,16,202,48,97,101,15,92,2,86,98,7,5,64,107,0,7,39,82,143
438724,0,157624,5,3,39,168,2,27,4,21,159,1837,7,19403,14940,6,1530,3,50,1,293,21,23,6,-2147483648,7,16,128023,14,17,15,15,3,221,159,2,3,13,20,1123,4,454,23,0,-2147483648,0,0,5,20205,11794,14526,31070,16874,1329,1391,826,1245,446,358,94,216,145,29,15547,3322,1116,1854,9916,1698,64,71,163,96,132,6,20,93,15,158,100,95,143,113,144,117,100,80,111,24,20,29,7,5,166,168,205,155,37,192,71,87,65,160
366285,0,116173,5,2,35,266,2,30,3,25,197,1896,7,26021,20249,9,1545,5,48,1,247,31,14,10,-2147483648,8,17,160735,14,16,12,16,7,207,195,1,4,13,20,1408,6,1998,23,0,-2147483648,0,0,15,22201,23436,33757,28870,6753,1394,1221,1866,1814,682,353,151,99,186,35,25428,2234,1179,1088,1121,1016,36,126,12,6,270,9,12,9,34,107,34,178,174,204,203,115,110,40,83,7,47,2,10,1,192,69,43,166,159,168,88,133,86,63
713176,0,196052,8,3,19,141,3,23,3,15,141,1937,6,18493,13678,2,1578,3,62,1,210,37,13,3,-2147483648,4,14,232280,15,16,16,15,3,105,39,1,1,13,19,713,9,2012,16,0,-2147483648,0,0,6,23346,26152,3659,15166,2585,1138,977,440,733,211,171,59,70,27,223,24711,2158,481,582,963,1038,241,191,37,7,112,81,19,1,9,100,65,94,104,155,169,92,79,172,126,12,49,10,3,7,148,159,111,170,76,73,148,98,56,101
339936,0,115930,6,2,24,145,4,36,6,13,160,1188,6,20764,14098,2,1334,4,60,1,219,47,14,9,-2147483648,6,16,101770,12,16,16,16,0,1066,90,0,0,14,18,785,4,186,7,0,-2147483648,0,0,1,21477,15384,11795,19913,11250,1306,1619,469,121,1048,299,7,222,41,111,19960,1128,340,3075,1435,1079,276,59,12,3,142,8,77,48,17,49,79,113,78,75,86,127,130,194,28,4,49,10,4,7,192,35,75,95,95,156,119,86,160,81
470460,1,130658,6,2,22,382,4,31,6,29,143,2454,7,26432,16632,5,1200,4,65,1,337,21,26,8,-2147483648,7,17,154680,10,17,15,15,8,1278,158,2,8,10,16,650,20,2343,2,0,-2147483648,0,0,51,24895,32013,32340,14473,30423,1278,2000,1214,1558,2004,308,284,253,213,93,21052,1324,799,5146,3707,1072,109,227,642,170,111,17,46,81,22,202,23,77,208,120,188,61,119,24,124,19,92,21,50,13,53,109,168,13,41,170,192,177,96,43
948146,0,271822,4,2,15,218,5,20,5,15,228,2404,7,30221,12705,10,1245,5,48,1,239,25,21,9,-2147483648,4,16,256015,12,17,12,16,8,104,168,0,1,12,19,230,4,298,37,0,-2147483648,0,0,1,26932,34808,2149,10069,13103,1772,1552,1273,347,904,120,298,279,56,125,25679,1797,588,1839,3837,1013,469,302,3,138,159,100,20,2,4,163,40,112,59,23,186,114,186,131,144,2,54,4,2,3,159,120,192,183,124,212,176,89,154,124
232831,1,219315,8,3,15,130,4,28,2,19,218,1025,6,32044,19291,2,2008,3,43,2,190,34,23,9,-2147483648,9,13,203710,10,14,10,13,9,2916,70,8,8,12,9,917,12,415,37,1,-2147483648,1,0,41,17106,3922,19547,5720,26908,1804,314,49,599,1086,274,90,131,5,123,29447,30565,35306,17990,28979,2079,921,1771,2064,2076,356,258,232,372,361,141,144,29,93,99,128,41,125,176,173,201,121,211,214,220,12,54,61,125,97,68,2,182,51,178
1058358,0,261736,2,2,18,407,3,17,4,28,267,2440,3,35424,17444,10,1746,5,34,1,120,38,22,8,-2147483648,7,16,216358,11,17,11,16,6,453,213,0,1,13,18,1424,6,2425,41,0,-2147483648,0,0,20,20899,4316,24994,20409,19319,1801,1922,779,1249,1885,167,86,83,125,185,31183,1881,4288,10100,1941,1290,132,669,78,200,205,36,46,49,47,24,213,191,143,111,73,77,199,173,98,4,52,41,124,16,175,8,43,47,68,213,9,175,187,129
549507,0,221072,3,2,16,225,4,13,6,28,217,2188,6,18852,22285,9,1567,5,28,1,225,25,22,8,-2147483648,4,16,183670,13,16,14,16,8,508,140,0,0,13,19,571,8,1532,50,0,-2147483648,0,0,2,13564,27132,5904,28106,6077,1526,752,1765,1951,357,334,264,252,204,95,23832,3165,1358,1905,6103,1046,220,807,87,15,168,13,12,0,17,155,137,97,142,91,63,125,79,124,68,18,28,9,2,2,174,166,135,31,22,58,87,108,50,68
1153568,0,168652,3,3,21,236,4,25,3,33,278,1917,6,32147,11290,9,1777,3,42,1,270,18,26,6,-2147483648,9,17,162424,12,16,14,16,6,422,55,1,1,11,18,350,4,507,18,0,-2147483648,0,0,6,13335,6910,12863,24981,7841,1289,879,994,1487,830,283,296,165,141,213,29484,1337,1041,795,1665,1144,55,198,68,160,202,11,6,10,28,152,168,26,96,84,166,31,203,204,59,42,6,33,15,4,190,108,104,41,26,66,55,82,143,143
846453,0,238215,5,2,41,201,2,16,3,27,158,1567,6,18692,19067,9,1347,5,51,1,227,27,23,3,-2147483648,4,16,253116,12,16,14,17,7,289,141,0,2,12,17,392,4,1211,12,1,-2147483648,0,0,10,21009,33730,26965,25900,32544,1207,1969,1997,1684,1804,158,93,178,150,196,31599,3899,1296,3498,17500,1120,508,205,35,73,216,18,26,2,11,188,141,144,124,10,133,139,30,86,162,30,12,7,57,3,104,102,115,96,27,98,154,75,160,52
1080875,0,263766,4,2,15,281,5,12,4,31,293,2158,6,18039,19641,9,1804,4,66,2,286,34,13,10,-2147483648,9,17,204475,14,17,13,16,4,192,174,0,2,12,18,1331,4,1481,20,1,-2147483648,0,0,6,32044,30960,14001,20365,5719,1072,1375,959,1209,1437,241,217,76,81,254,18795,2243,923,5928,2610,1257,121,218,55,166,164,11,20,2,8,149,150,100,182,117,33,9,203,177,191,49,16,40,16,9,54,88,52,149,43,112,169,23,135,98
132350,0,252756,5,2,21,384,3,30,5,29,337,1840,7,31318,21377,8,1352,5,51,1,137,40,21,7,-2147483648,7,17,265336,11,17,11,13,5,421,162,1,1,11,18,150,13,1801,7,0,-2147483648,0,0,2,13148,19753,2957,22455,24103,1434,1457,1256,940,883,322,122,205,161,17,25171,1021,1458,2386,478,1024,327,150,135,157,249,27,17,12,1,75,56,184,97,128,184,82,177,23,76,7,2,1,16,11,164,39,130,208,113,98,107,44,203,96
1049634,0,248291,2,2,42,418,4,20,8,17,232,1972,7,28086,17013,10,1593,4,26,1,318,27,17,9,-2147483648,6,16,169589,15,16,13,15,6,639,198,3,2,11,20,481,5,2762,10,0,-2147483648,0,0,15,30854,29822,18084,22439,8865,1059,1796,1243,1639,1025,321,269,54,116,187,20703,1076,3736,503,3714,1015,73,86,192,28,133,9,41,0,8,88,41,141,115,76,174,53,88,73,193,8,5,14,2,3,144,148,137,168,76,177,205,188,104,84
293680,0,265525,6,2,37,303,4,27,7,12,305,2114,7,23201,22612,9,1612,5,46,1,335,31,20,7,-2147483648,4,16,262575,12,15,13,16,8,1451,138,4,3,11,16,678,20,1981,26,0,-2147483648,0,0,7,17743,34158,30732,32056,22530,1674,1292,1332,1723,1165,305,225,125,182,196,12643,2773,1514,3462,2984,1048,272,319,371,50,143,22,38,25,6,152,110,116,137,20,199,166,162,79,160,14,44,9,3,2,208,173,153,189,157,194,192,169,102,191
346613,0,117585,9,2,24,182,4,31,3,14,103,1517,7,32168,11551,5,1213,4,35,1,127,24,25,8,-2147483648,8,17,223443,15,17,14,17,7,452,139,0,1,14,20,170,4,1336,4,0,-2147483648,0,0,2,31747,1738,9085,30033,2732,1095,2069,201,276,1885,299,312,86,62,5,15590,1139,2906,2295,381,1456,132,56,29,112,144,9,2,7,6,217,193,142,196,114,85,86,190,30,84,5,10,24,6,17,150,126,146,156,69,198,150,56,202,8
846978,0,250245,7,2,27,421,3,27,3,22,149,1919,4,18292,16178,4,1902,5,35,1,140,28,21,9,-2147483648,7,16,167136,14,17,15,17,8,1692,74,0,4,12,19,470,2,1855,13,1,-2147483648,0,0,9,29721,2041,11144,21579,1187,2039,2060,750,1575,346,171,341,217,263,11,12159,16037,10521,13936,3516,1960,580,195,427,1301,202,27,3,11,121,176,185,89,119,205,124,72,195,70,197,49,17,70,5,5,188,160,153,89,87,215,11,161,6,106
696630,0,166781,3,2,35,260,4,28,5,32,322,1494,6,27737,16988,10,2007,4,34,1,313,36,20,8,-2147483648,8,16,229662,13,17,14,16,4,149,84,3,1,12,18,935,5,493,9,0,-2147483648,0,0,3,16259,23731,30426,21101,29555,1134,1756,1378,910,908,331,178,231,188,120,15570,652,1452,1370,1918,1323,117,119,15,64,174,18,14,28,13,36,61,58,61,173,81,33,149,39,73,11,9,5,2,23,8,24,54,95,149,62,37,163,46,156
1172545,0,116913,4,2,32,253,2,33,3,35,161,1165,7,30369,20242,3,1755,4,48,1,189,16,20,6,-2147483648,5,17,128472,15,17,15,17,6,454,55,8,9,12,17,345,11,1786,4,0,-2147483648,0,0,29,10277,4756,3674,4348,3925,1612,1074,218,1154,35,275,280,80,32,12,20959,680,3240,188,2454,1264,87,10,146,75,112,22,19,56,2,93,35,9,83,24,52,99,194,155,23,16,17,193,57,4,179,75,72,29,28,116,137,141,72,211
915746,0,169643,3,3,45,353,2,13,7,35,239,1354,7,20831,14447,4,1893,4,41,1,279,46,23,7,-2147483648,6,16,223658,12,17,12,16,7,1713,45,1,5,12,18,1064,3,737,19,0,-2147483648,0,0,28,15477,3287,26107,22289,14274,1638,1498,1083,799,648,234,148,241,141,143,27628,14585,12225,1132,4449,1275,433,683,993,170,182,97,33,83,94,85,97,79,85,51,99,179,174,43,67,18,25,43,2,18,72,141,185,115,44,104,103,81,52,171
182571,0,159006,3,3,40,272,4,13,5,22,333,2056,7,18320,18326,10,1930,4,20,1,357,42,25,8,-2147483648,6,15,218550,12,16,10,16,8,308,14,5,3,14,17,287,6,322,37,0,-2147483648,0,0,29,23733,20070,18989,25505,25391,1560,622,2045,1687,627,216,233,371,352,31,28691,2177,4446,2170,7822,1194,895,400,54,16,204,21,44,25,8,24,42,46,18,169,66,10,19,75,20,7,52,8,7,2,102,48,139,22,22,12,176,112,47,155
506792,0,157201,7,4,39,152,5,13,3,18,326,2540,6,18144,21591,8,1705,5,64,1,289,40,16,6,-2147483648,4,15,264536,13,16,12,14,6,187,45,1,0,12,17,238,8,957,60,1,-2147483648,0,0,5,15405,3500,5166,12288,606,1140,478,1940,122,288,348,147,191,155,19,26934,14928,3095,5445,1738,1041,319,351,15,13,120,13,19,27,3,71,39,138,166,64,107,180,3,115,42,2,100,16,4,8,155,79,187,90,205,74,179,46,124,139
739323,0,193027,9,4,33,233,2,31,4,11,296,2336,7,22179,16581,8,1659,4,36,1,362,50,12,6,-2147483648,5,16,153866,14,16,14,15,8,47,60,1,6,11,16,1463,12,1243,9,0,-2147483648,0,0,9,32648,28930,28825,32545,23158,1328,513,1964,1797,1939,128,171,127,292,120,17228,596,3812,1300,2519,1052,62,1021,24,95,180,44,10,4,13,98,41,119,44,50,113,144,76,94,174,2,55,3,46,0,209,43,196,135,27,170,195,54,163,131
1054052,1,275161,3,4,32,413,2,27,4,17,136,1096,7,19008,20114,2,1941,3,63,1,153,36,22,8,-2147483648,8,12,260130,13,16,13,16,9,2772,137,9,6,11,12,764,3,287,3,1,-2147483648,1,0,49,17580,12126,31066,22042,6554,1913,1908,227,1784,1139,125,154,191,113,161,34416,9247,11298,10968,9698,2058,308,1611,1967,1895,142,126,123,343,365,141,138,80,103,121,140,179,161,154,202,122,81,183,74,213,180,140,102,166,5,162,29,161,47,185
350495,0,251524,4,3,35,243,4,17,6,18,195,1505,7,21196,21270,8,1677,5,28,1,318,31,15,8,-2147483648,8,16,232329,12,15,12,16,7,2044,145,1,6,13,19,648,7,1881,18,0,-2147483648,0,0,32,29234,20766,31433,35360,21225,1330,1529,1968,1373,1525,255,205,158,257,337,18652,3604,3482,2531,3500,1317,464,761,186,31,129,29,34,1,23,168,106,105,142,32,170,176,91,149,132,16,10,57,14,4,118,196,189,166,179,174,31,126,166,117
639445,0,223425,2,3,42,399,4,29,5,30,312,2407,6,23314,22094,10,1504,5,55,1,189,46,16,6,-2147483648,5,16,192824,12,16,13,14,6,161,122,0,1,14,16,671,15,2040,24,0,-2147483648,0,0,6,15082,26198,10788,19185,20983,1151,1520,1488,682,480,215,233,252,356,97,27884,3676,17266,2301,3362,1105,940,207,78,100,242,92,24,3,6,44,154,90,20,45,59,84,118,167,120,44,58,27,8,10,80,65,34,114,106,70,75,4,209,56
184788,0,204395,5,2,17,373,3,27,2,18,342,1849,7,34510,21306,5,2066,3,49,1,199,34,17,9,-2147483648,9,15,278533,10,17,14,17,9,597,92,6,1,11,14,333,15,1789,10,0,-2147483648,1,0,10,13936,4768,17797,9177,20642,1209,1203,622,1964,465,358,102,17,137,179,24218,6080,6076,4470,3188,1709,374,807,1670,798,359,26,13,210,122,28,201,84,13,202,120,30,95,122,133,77,8,108,70,24,196,68,134,120,98,27,59,73,44,50
588973,0,240433,7,2,29,128,3,36,3,18,198,1666,5,16588,14590,5,1549,4,54,1,150,42,12,9,-2147483648,7,16,238051,15,16,15,16,6,280,161,0,5,13,18,1343,3,1902,33,0,-2147483648,0,0,4,24955,26559,11495,24566,16787,1298,1186,882,1728,1338,280,34,254,135,339,28469,7146,2947,2826,572,1185,250,408,57,209,157,33,29,19,31,50,210,41,54,42,49,157,88,141,74,4,56,33,27,6,115,98,71,154,174,122,104,39,24,42
605478,0,121262,8,2,22,283,3,20,3,17,194,2263,6,32924,14817,8,1516,4,34,1,312,24,17,5,-2147483648,9,16,137390,12,16,14,17,6,781,150,1,5,13,15,727,2,468,7,0,-2147483648,0,0,26,19416,5036,13136,26973,3376,1150,709,1075,1719,919,307,272,152,143,30,18108,5996,20401,671,2247,1119,153,96,67,237,219,36,31,40,42,192,110,53,153,55,154,9,108,165,120,45,18,56,25,7,153,198,100,135,123,129,117,156,163,149
430075,0,223012,9,2,21,311,3,34,4,23,264,1671,7,34680,17602,10,1444,4,30,1,201,30,19,9,-2147483648,6,16,212751,14,16,12,16,8,734,134,2,2,11,19,1052,5,827,10,0,-2147483648,0,0,4,30175,23786,22618,5395,11027,1491,1628,1382,1069,1425,184,216,348,124,45,26235,7650,8220,1950,5710,1855,234,1058,99,324,247,25,53,5,70,62,133,84,14,180,175,48,107,167,150,10,21,12,14,20,102,186,118,172,147,184,134,152,29,75
614673,0,185588,7,3,14,247,4,21,2,13,252,2093,7,24435,19173,10,1429,4,15,1,362,26,12,5,-2147483648,8,17,136320,14,17,13,16,5,166,146,1,5,13,19,236,7,1452,4,0,-2147483648,0,0,2,16776,27222,33971,24721,13197,1449,171,1991,1972,1396,350,313,124,182,335,29889,1815,20678,1264,2286,1026,60,460,150,631,352,22,11,92,6,168,92,168,177,184,166,90,206,198,89,4,26,7,18,4,210,43,63,133,145,160,184,115,107,120
985194,0,212519,4,2,28,126,3,26,4,29,228,2300,6,10854,15620,10,1042,4,45,1,338,23,24,8,-2147483648,8,17,257066,15,17,13,13,7,189,188,0,5,13,18,944,7,2160,14,0,-2147483648,0,0,3,15586,31851,27602,34082,16475,1086,1918,2016,1614,1297,296,162,207,153,80,24502,1215,753,3504,980,1106,132,250,6,24,117,31,9,8,16,127,42,161,169,113,183,138,40,115,78,8,48,1,25,1,162,116,41,154,121,100,128,120,197,192
490546,0,208911,9,3,20,351,3,20,7,23,270,2177,7,26521,14777,10,1928,4,14,1,332,43,17,9,-2147483648,4,16,213654,13,17,16,17,6,357,84,7,6,11,19,847,7,1077,6,0,-2147483648,0,0,26,27485,25369,34267,8720,28650,1378,861,1881,1944,655,240,308,171,311,122,27167,960,4799,742,776,1783,78,196,68,143,163,53,18,25,87,156,150,186,82,195,200,118,131,209,192,42,2,27,4,8,193,163,29,156,188,83,157,31,133,108
1011132,0,249937,3,3,27,367,2,17,4,23,293,1126,6,21660,18168,3,1380,5,64,1,345,30,18,8,-2147483648,6,16,243299,14,16,15,15,1,121,15,0,1,11,19,260,1,1481,9,0,-2147483648,0,0,9,16087,22958,1291,8080,7026,1570,1755,1417,1538,447,209,42,236,4,64,13124,656,1488,809,3157,1087,405,86,19,17,136,7,14,14,5,3,140,161,39,174,156,134,24,156,73,8,7,10,5,5,51,40,52,54,163,79,128,114,156,167
320770,0,219485,5,2,28,375,3,32,3,25,258,1985,5,28120,21104,5,1817,5,25,1,259,42,28,7,-2147483648,8,17,178191,14,15,13,17,8,718,116,0,4,10,19,252,5,1631,9,1,-2147483648,0,0,24,16237,20577,25485,26496,31629,1214,1152,1508,816,1694,272,82,296,232,46,19830,5818,13865,8112,4681,1767,595,340,1097,502,121,22,9,10,8,205,151,81,213,124,193,82,166,142,75,15,21,51,133,52,78,69,163,168,167,107,11,161,136,77
